location_id,parent_location_id,location_level,region,state,city,zip_code_prefix,latitude,longitude,customer_count,seller_count,order_count
48903,BA,zip_code,Nordeste,BA,juazeiro,48903,-9.412057006657427,-40.50084296245758,11.0,0.0,11.0
81130,PR,zip_code,Sul,PR,curitiba,81130,-25.502485452680457,-49.3001412485429,18.0,1.0,18.0
14790,SP,zip_code,Sudeste,SP,guaira,14790,-20.321448941624585,-48.30690862488229,36.0,1.0,36.0
96450,RS,zip_code,Sul,RS,dom pedrito,96450,-30.976343909694226,-54.66646157438711,10.0,0.0,10.0
38600,MG,zip_code,Sudeste,MG,paracatu,38600,-17.226246713645807,-46.873821516818026,63.0,0.0,63.0
17509,SP,zip_code,Sudeste,SP,marilia,17509,-22.20211348404407,-49.94902505551384,5.0,1.0,5.0
84268,PR,zip_code,Sul,PR,telemaco borba,84268,-24.322367001807617,-50.62996334245598,4.0,0.0,4.0
38800,MG,zip_code,Sudeste,MG,sao gotardo,38800,-19.313460365164264,-46.04288303420547,20.0,0.0,20.0
28300,RJ,zip_code,Sudeste,RJ,itaperuna,28300,-21.19139034024242,-41.891246922649366,47.0,0.0,47.0
06785,SP,zip_code,Sudeste,SP,taboo da serra,6785,-23.63187919539498,-46.80960124952384,10.0,0.0,10.0
37704,MG,zip_code,Sudeste,MG,pocos de caldas,37704,-21.79165033586708,-46.5984731904057,31.0,2.0,31.0
94935,RS,zip_code,Sul,RS,cachoeirinha,94935,-29.937193599674675,-51.09439339616924,4.0,0.0,4.0
69085,AM,zip_code,Norte,AM,manaus,69085,-3.070348658895497,-59.955835945322875,3.0,0.0,3.0
13900,SP,zip_code,Sudeste,SP,amparo,13900,-22.70148533611284,-46.76272895697963,11.0,2.0,11.0
15495,SP,zip_code,Sudeste,SP,riolandia,15495,-19.973801367723635,-49.67667946426917,3.0,0.0,3.0
28621,RJ,zip_code,Sudeste,RJ,nova friburgo,28621,-22.32044055694368,-42.54448664010933,8.0,0.0,8.0
38840,MG,zip_code,Sudeste,MG,carmo do paranaiba,38840,-19.004119178922185,-46.30772820051898,16.0,0.0,16.0
07242,SP,zip_code,Sudeste,SP,guarulhos,7242,-23.441499272548914,-46.4206751508454,6.0,1.0,6.0
14091,SP,zip_code,Sudeste,SP,ribeirao preto,14091,-21.183940917017683,-47.797294997778295,20.0,1.0,20.0
34007,MG,zip_code,Sudeste,MG,nova lima,34007,-20.011605590962436,-43.95610077256098,9.0,0.0,9.0
22471,RJ,zip_code,Sudeste,RJ,rio de janeiro,22471,-22.965164328899487,-43.20281028934155,29.0,0.0,29.0
37704,MG,zip_code,Sudeste,MG,pocos de caldas,37704,-21.80875122760681,-46.57066218663714,31.0,2.0,31.0
06394,SP,zip_code,Sudeste,SP,carapicuiba,6394,-23.52468364155632,-46.8579687417654,2.0,0.0,2.0
98035,RS,zip_code,Sul,RS,cruz alta,98035,-28.64377593692434,-53.58835962834955,5.0,0.0,5.0
41297,BA,zip_code,Nordeste,BA,salvador,41297,-12.90437999999999,-38.4683333793408,1.0,0.0,1.0
19800,SP,zip_code,Sudeste,SP,assis,19800,-22.66162137421984,-50.412543792128474,15.0,1.0,15.0
97560,RS,zip_code,Sul,RS,quarai,97560,-30.386554903182816,-56.45492737617002,4.0,0.0,4.0
27110,RJ,zip_code,Sudeste,RJ,barra do pirai,27110,-22.473067837638723,-43.833864915391,6.0,0.0,6.0
88702,SC,zip_code,Sul,SC,tubarao,88702,-28.48661588639204,-49.01938097442177,4.0,0.0,4.0
37940,MG,zip_code,Sudeste,MG,alpinopolis,37940,-20.86275674828191,-46.39037049909793,7.0,0.0,7.0
55038,PE,zip_code,Nordeste,PE,caruaru,55038,-8.271734732171302,-35.99202326814733,2.0,0.0,2.0
24431,RJ,zip_code,Sudeste,RJ,sao goncalo,24431,-22.82800223427604,-43.08042155784886,20.0,0.0,20.0
72592,DF,zip_code,Centro-Oeste,DF,brasilia,72592,-15.992179224980068,-47.99300822085127,2.0,0.0,2.0
28960,RJ,zip_code,Sudeste,RJ,iguaba grande,28960,-22.838550735119487,-42.22528956474784,19.0,0.0,19.0
79740,MS,zip_code,Centro-Oeste,MS,ivinhema,79740,-22.300239347298493,-53.81313596399557,3.0,0.0,3.0
12308,SP,zip_code,Sudeste,SP,jacarei,12308,-23.30243963284293,-45.9628932982168,14.0,2.0,14.0
37701,MG,zip_code,Sudeste,MG,pocos de caldas,37701,-21.782527662243968,-46.601616072939144,67.0,0.0,67.0
85780,PR,zip_code,Sul,PR,boa vista da aparecida,85780,-25.445289813645804,-53.40647333423502,4.0,0.0,4.0
11087,SP,zip_code,Sudeste,SP,santos,11087,-23.94457340383172,-46.37830786011886,0.0,0.0,0.0
21235,RJ,zip_code,Sudeste,RJ,rio de janeiro,21235,-22.838053881366005,-43.31962217839234,37.0,1.0,37.0
08290,SP,zip_code,Sudeste,SP,sao paulo,8290,-23.550319655288813,-46.44808602331352,36.0,2.0,36.0
51020,PE,zip_code,Nordeste,PE,recife,51020,-8.110451776848091,-34.88933742368278,42.0,0.0,42.0
95560,RS,zip_code,Sul,RS,torres,95560,-29.33086637631061,-49.74006889468822,17.0,1.0,17.0
78450,MT,zip_code,Centro-Oeste,MT,nova mutum,78450,-13.836010990316204,-56.09316538204404,5.0,0.0,5.0
87706,PR,zip_code,Sul,PR,paranavai,87706,-23.081803414685936,-52.4460393799472,2.0,0.0,2.0
09852,SP,zip_code,Sudeste,SP,sao bernardo do campo,9852,-23.73826331364085,-46.60708353005791,15.0,0.0,15.0
88370,SC,zip_code,Sul,SC,navegantes,88370,-26.892414920729884,-48.65807300509215,18.0,2.0,18.0
14570,SP,zip_code,Sudeste,SP,buritizal,14570,-20.19446923595083,-47.70809683780987,2.0,0.0,2.0
68180,PA,zip_code,Norte,PA,itaituba,68180,-4.258785540206847,-55.99038250686722,3.0,0.0,3.0
55865,PE,zip_code,Nordeste,PE,macaparana,55865,-7.550994643821574,-35.45007143009738,2.0,0.0,2.0
97545,RS,zip_code,Sul,RS,alegrete,97545,-29.80829086405931,-55.81135554608897,1.0,0.0,1.0
37410,MG,zip_code,Sudeste,MG,trs coraes,37410,-21.70661515328801,-45.25219186007721,42.0,3.0,42.0
79022,MS,zip_code,Centro-Oeste,MS,campo grande,79022,-20.44885366971553,-54.5942514570952,3.0,0.0,3.0
15070,SP,zip_code,Sudeste,SP,so jos do rio preto,15070,-20.81561488292728,-49.36037977246277,9.0,2.0,9.0
01217,SP,zip_code,Sudeste,SP,so paulo,1217,-23.53371877324141,-46.649517103381655,3.0,0.0,3.0
79116,MS,zip_code,Centro-Oeste,MS,campo grande,79116,-20.41986786449107,-54.64193330117413,1.0,0.0,1.0
15380,SP,zip_code,Sudeste,SP,suzanapolis,15380,-20.50186799797818,-51.02546025366848,1.0,0.0,1.0
82800,PR,zip_code,Sul,PR,curitiba,82800,-25.430856034970276,-49.22467214599798,8.0,1.0,8.0
15091,SP,zip_code,Sudeste,SP,sao jose do rio preto,15091,-20.84364166634216,-49.40262552227992,12.0,0.0,12.0
18890,SP,zip_code,Sudeste,SP,tagua,18890,-23.453740375420495,-49.40073185734994,10.0,0.0,10.0
48790,BA,zip_code,Nordeste,BA,tucano,48790,-10.960148424327423,-38.786911931080944,8.0,0.0,8.0
01230,SP,zip_code,Sudeste,SP,so paulo,1230,-23.53553877462639,-46.656553960182265,25.0,1.0,25.0
11720,SP,zip_code,Sudeste,SP,praia grande,11720,-24.007344613278455,-46.460797680241825,1.0,1.0,1.0
95588,RS,zip_code,Sul,RS,xangrila,95588,-29.825067188167303,-50.052623582689776,8.0,0.0,8.0
87710,PR,zip_code,Sul,PR,paranava,87710,-23.09358139820424,-52.477657658806606,3.0,0.0,3.0
22763,RJ,zip_code,Sudeste,RJ,rio de janeiro,22763,-22.942337510416003,-43.35449737494961,18.0,0.0,18.0
31741,MG,zip_code,Sudeste,MG,belo horizonte,31741,-19.846795368861432,-43.94319037024641,17.0,0.0,17.0
07032,SP,zip_code,Sudeste,SP,guarulhos,7032,-23.506658717179295,-46.554554954757926,12.0,1.0,12.0
33935,MG,zip_code,Sudeste,MG,ribeirao das neves,33935,-19.815082877441466,-44.01399448256412,5.0,0.0,5.0
01251,SP,zip_code,Sudeste,SP,sao paulo,1251,-23.54627939993657,-46.67337757103707,3.0,0.0,3.0
15385,SP,zip_code,Sudeste,SP,ilha solteira,15385,-20.431794759939866,-51.33194928836062,24.0,0.0,24.0
95080,RS,zip_code,Sul,RS,caxias do sul,95080,-29.16535452851451,-51.18290609966248,8.0,0.0,8.0
81220,PR,zip_code,Sul,PR,curitiba,81220,-25.45599941548847,-49.32493771510183,8.0,0.0,8.0
09230,SP,zip_code,Sudeste,SP,santo andre,9230,-23.62006445850885,-46.52019391381502,29.0,4.0,29.0
35200,MG,zip_code,Sudeste,MG,aimors,35200,-19.493524136633447,-41.08222620795333,10.0,0.0,10.0
06550,SP,zip_code,Sudeste,SP,pirapora do bom jesus,6550,-23.39387557379743,-47.00871444261356,16.0,0.0,16.0
47640,BA,zip_code,Nordeste,BA,santa maria da vitria,47640,-13.395602099132878,-44.202039985060935,13.0,0.0,13.0
88420,SC,zip_code,Sul,SC,agrolandia,88420,-27.41058652783632,-49.82297383876647,1.0,0.0,1.0
30310,MG,zip_code,Sudeste,MG,belo horizonte,30310,-19.94831550568415,-43.9259747746264,52.0,2.0,52.0
66020,PA,zip_code,Norte,PA,belem,66020,-1.4597754021519844,-48.50382097680023,6.0,0.0,6.0
03152,SP,zip_code,Sudeste,SP,sao paulo,3152,-23.592068853453757,-46.5805032120434,8.0,0.0,8.0
91350,RS,zip_code,Sul,RS,porto alegre,91350,-30.014187841796993,-51.15947861114325,19.0,1.0,19.0
18470,SP,zip_code,Sudeste,SP,riversul,18470,-23.829888753652213,-49.431766239354864,1.0,0.0,1.0
79580,MS,zip_code,Centro-Oeste,MS,inocencia,79580,-19.73008311550933,-51.9294478994154,1.0,0.0,1.0
84450,PR,zip_code,Sul,PR,ipiranga,84450,-25.02387685308541,-50.58297221546916,3.0,0.0,3.0
06361,SP,zip_code,Sudeste,SP,carapicuiba,6361,-23.564367461699735,-46.844565056114135,10.0,0.0,10.0
06714,SP,zip_code,Sudeste,SP,cotia,6714,-23.599929017485135,-46.86983327797327,5.0,1.0,5.0
89560,SC,zip_code,Sul,SC,videira,89560,-27.00236343014839,-51.15891073266107,47.0,2.0,47.0
58053,PB,zip_code,Nordeste,PB,joao pessoa,58053,-7.151699902302499,-34.85211997238729,2.0,0.0,2.0
29116,ES,zip_code,Sudeste,ES,vila velha,29116,-20.342868643750048,-40.341256791852985,4.0,0.0,4.0
08760,SP,zip_code,Sudeste,SP,mogi das cruzes,8760,-23.56824608966889,-46.21625143812211,2.0,0.0,2.0
67015,PA,zip_code,Norte,PA,ananindeua,67015,-1.366397071582541,-48.3949591431515,3.0,0.0,3.0
02309,SP,zip_code,Sudeste,SP,so paulo,2309,-23.477826195943248,-46.60353221634257,4.0,0.0,4.0
08311,SP,zip_code,Sudeste,SP,sao paulo,8311,-23.63163035997463,-46.46759607493222,7.0,0.0,7.0
90670,RS,zip_code,Sul,RS,porto alegre,90670,-30.05202089676258,-51.1892405723065,19.0,1.0,19.0
17120,SP,zip_code,Sudeste,SP,agudos,17120,-22.477847566722257,-48.97054464877782,16.0,0.0,16.0
02759,SP,zip_code,Sudeste,SP,so paulo,2759,-23.483268257836283,-46.68120044732544,3.0,0.0,3.0
39718,MG,zip_code,Sudeste,MG,nacip raydan,39718,-18.46184493075795,-42.2487953722837,1.0,0.0,1.0
30431,MG,zip_code,Sudeste,MG,belo horizonte,30431,-19.940145024698506,-43.9683656869122,42.0,1.0,42.0
60115,CE,zip_code,Nordeste,CE,fortaleza,60115,-3.74485946240398,-38.515907800132965,12.0,0.0,12.0
14177,SP,zip_code,Sudeste,SP,sertozinho,14177,-21.13493673466444,-48.01051258826242,13.0,0.0,13.0
14795,SP,zip_code,Sudeste,SP,colombia,14795,-20.182683826922823,-48.690777745497066,5.0,0.0,5.0
78850,MT,zip_code,Centro-Oeste,MT,primavera do leste,78850,-15.542163006534816,-54.3024778328076,28.0,0.0,28.0
33600,MG,zip_code,Sudeste,MG,pedro leopoldo,33600,-19.626135900615328,-44.03155372987562,40.0,1.0,40.0
82315,PR,zip_code,Sul,PR,curitiba,82315,-25.417664560899,-49.35573190185413,5.0,1.0,5.0
23520,RJ,zip_code,Sudeste,RJ,rio de janeiro,23520,-22.935783509579284,-43.6746316286284,27.0,0.0,27.0
89683,SC,zip_code,Sul,SC,ponte serrada,89683,-26.870638647745345,-52.01390282319903,3.0,0.0,3.0
83324,PR,zip_code,Sul,PR,pinhais,83324,-25.426887841797,-49.1889130916093,9.0,1.0,9.0
05735,SP,zip_code,Sudeste,SP,sao paulo,5735,-23.62652168076756,-46.74894893654597,6.0,0.0,6.0
09180,SP,zip_code,Sudeste,SP,santo andre,9180,-23.69166372300768,-46.52189274424372,23.0,1.0,23.0
39300,MG,zip_code,Sudeste,MG,sao francisco,39300,-15.951252143118692,-44.84884674307952,12.0,0.0,12.0
78053,MT,zip_code,Centro-Oeste,MT,cuiaba,78053,-15.571696422677032,-56.05924694258472,6.0,0.0,6.0
20541,RJ,zip_code,Sudeste,RJ,rio de janeiro,20541,-22.921880500692485,-43.24005731334757,74.0,0.0,74.0
30882,MG,zip_code,Sudeste,MG,belo horizonte,30882,-19.883968993623352,-44.00891916694556,19.0,1.0,19.0
99960,RS,zip_code,Sul,RS,charrua,99960,-27.953797243257792,-52.02964105736787,2.0,0.0,2.0
05417,SP,zip_code,Sudeste,SP,so paulo,5417,-23.56162779488149,-46.68890811391323,20.0,1.0,20.0
88037,SC,zip_code,Sul,SC,florianopolis,88037,-27.60606830835592,-48.50404261754856,17.0,2.0,17.0
03262,SP,zip_code,Sudeste,SP,sao paulo,3262,-23.590384637803663,-46.55021336135961,4.0,0.0,4.0
38600,MG,zip_code,Sudeste,MG,paracatu,38600,-17.214656898143044,-46.873972292728965,63.0,0.0,63.0
34300,MG,zip_code,Sudeste,MG,rio acima,34300,-20.096906368462825,-43.78668211187473,8.0,0.0,8.0
13844,SP,zip_code,Sudeste,SP,mogi guau,13844,-22.39071509445225,-46.947991678278754,10.0,1.0,10.0
46810,BA,zip_code,Nordeste,BA,utinga,46810,-12.07343223791016,-41.09018804022589,5.0,0.0,5.0
09993,SP,zip_code,Sudeste,SP,diadema,9993,-23.704071652743195,-46.623571175926934,7.0,0.0,7.0
35162,MG,zip_code,Sudeste,MG,ipatinga,35162,-19.463213771976132,-42.57647471366304,93.0,1.0,93.0
13170,SP,zip_code,Sudeste,SP,sumare,13170,-22.819262018870127,-47.26821844157196,15.0,2.0,15.0
12220,SP,zip_code,Sudeste,SP,sao jose dos campos,12220,-23.175240380518183,-45.85180164155459,21.0,0.0,21.0
35790,MG,zip_code,Sudeste,MG,curvelo,35790,-18.741505091236764,-44.43182349065633,44.0,0.0,44.0
31270,MG,zip_code,Sudeste,MG,belo horizonte,31270,-19.85353623203871,-43.95838212960935,40.0,0.0,40.0
35400,MG,zip_code,Sudeste,MG,ouro preto,35400,-20.37243095063083,-43.503524276267605,57.0,1.0,57.0
88740,SC,zip_code,Sul,SC,armazem,88740,-28.26200762962373,-49.019129099948984,2.0,0.0,2.0
05795,SP,zip_code,Sudeste,SP,sao paulo,5795,-23.648553408823386,-46.774184857060426,3.0,0.0,3.0
98700,RS,zip_code,Sul,RS,ijui,98700,-28.396033322699637,-53.92961334966601,52.0,0.0,52.0
14060,SP,zip_code,Sudeste,SP,ribeirao preto,14060,-21.14416343158864,-47.82607161795259,22.0,0.0,22.0
30380,MG,zip_code,Sudeste,MG,belo horizonte,30380,-19.945708522072778,-43.94992091909515,49.0,0.0,49.0
25065,RJ,zip_code,Sudeste,RJ,duque de caxias,25065,-22.777271420982693,-43.29084522983145,9.0,0.0,9.0
81490,PR,zip_code,Sul,PR,curitiba,81490,-25.580306608661765,-49.317491138207686,8.0,0.0,8.0
14230,SP,zip_code,Sudeste,SP,serra azul,14230,-21.31363348956331,-47.563618772439675,1.0,0.0,1.0
09931,SP,zip_code,Sudeste,SP,diadema,9931,-23.664025383836417,-46.626574170956275,12.0,1.0,12.0
14890,SP,zip_code,Sudeste,SP,jaboticabal,14890,-21.274121027834695,-48.325926762878,6.0,0.0,6.0
08773,SP,zip_code,Sudeste,SP,mogi das cruzes,8773,-23.51916383515119,-46.195100707328656,31.0,1.0,31.0
06458,SP,zip_code,Sudeste,SP,barueri,6458,-23.488646289421418,-46.82727646258733,6.0,0.0,6.0
35182,MG,zip_code,Sudeste,MG,timoteo,35182,-19.558963456420926,-42.63657539747154,10.0,0.0,10.0
88066,SC,zip_code,Sul,SC,florianopolis,88066,-27.709301769015063,-48.5024368597931,8.0,0.0,8.0
66613,PA,zip_code,Norte,PA,belem,66613,-1.4156398606671243,-48.44150769525075,9.0,0.0,9.0
90035,RS,zip_code,Sul,RS,porto alegre,90035,-30.02951648845881,-51.220565392174954,28.0,0.0,28.0
21221,RJ,zip_code,Sudeste,RJ,rio de janeiro,21221,-22.842229734952895,-43.32403510851754,25.0,0.0,25.0
05311,SP,zip_code,Sudeste,SP,so paulo,5311,-23.525509443505207,-46.738242648363915,17.0,1.0,17.0
46140,BA,zip_code,Nordeste,BA,livramento de nossa senhora,46140,-13.635996692326158,-41.83791248622691,5.0,0.0,5.0
44032,BA,zip_code,Nordeste,BA,feira de santana,44032,-12.22282283854509,-38.96900331734925,6.0,0.0,6.0
11925,SP,zip_code,Sudeste,SP,ilha comprida,11925,-24.735687040044148,-47.55141380618487,4.0,0.0,4.0
19064,SP,zip_code,Sudeste,SP,presidente prudente,19064,-22.1581916194818,-51.45383155689881,3.0,0.0,3.0
80060,PR,zip_code,Sul,PR,curitiba,80060,-25.434445034011976,-49.26297322483675,34.0,2.0,34.0
32677,MG,zip_code,Sudeste,MG,betim,32677,-19.944259795169945,-44.11003025367879,5.0,1.0,5.0
75522,GO,zip_code,Centro-Oeste,GO,itumbiara,75522,-18.411949316351116,-49.19872625663429,0.0,0.0,0.0
55020,PE,zip_code,Nordeste,PE,caruaru,55020,-8.281431460495254,-35.95481758484702,2.0,0.0,2.0
86455,PR,zip_code,Sul,PR,joaquim tvora,86455,-23.47353347281916,-49.968833261220055,3.0,0.0,3.0
24220,RJ,zip_code,Sudeste,RJ,niteroi,24220,-22.89950820591559,-43.107681313803035,124.0,0.0,124.0
08121,SP,zip_code,Sudeste,SP,so paulo,8121,-23.49736857314627,-46.383809200643555,16.0,0.0,16.0
81130,PR,zip_code,Sul,PR,curitiba,81130,-25.497563741329536,-49.295473004847416,18.0,1.0,18.0
13418,SP,zip_code,Sudeste,SP,piracicaba,13418,-22.731427152374614,-47.629837304605,27.0,2.0,27.0
58038,PB,zip_code,Nordeste,PB,joao pessoa,58038,-7.105646450198958,-34.83622083943106,23.0,0.0,23.0
08290,SP,zip_code,Sudeste,SP,sao paulo,8290,-23.55344513849616,-46.45281563849616,36.0,2.0,36.0
13181,SP,zip_code,Sudeste,SP,sumare,13181,-22.837067231063664,-47.189508773134,26.0,0.0,26.0
06385,SP,zip_code,Sudeste,SP,carapicuiba,6385,-23.536444211524618,-46.83835871298727,13.0,0.0,13.0
03090,SP,zip_code,Sudeste,SP,sao paulo,3090,-23.53041228310916,-46.5592122500721,5.0,0.0,5.0
11088,SP,zip_code,Sudeste,SP,santos,11088,-23.944401,-46.3837365,8.0,0.0,8.0
38057,MG,zip_code,Sudeste,MG,uberaba,38057,-19.735206790929112,-47.96727814520883,7.0,0.0,7.0
96700,RS,zip_code,Sul,RS,sao jeronimo,96700,-29.95563252842332,-51.72605965304416,7.0,0.0,7.0
92500,RS,zip_code,Sul,RS,guaiba,92500,-30.1077910269202,-51.31560964016959,31.0,0.0,31.0
29560,ES,zip_code,Sudeste,ES,guacui,29560,-20.773114130677364,-41.66898709993187,16.0,0.0,16.0
35500,MG,zip_code,Sudeste,MG,divinpolis,35500,-20.139190697380737,-44.88753081910666,86.0,4.0,86.0
09321,SP,zip_code,Sudeste,SP,maua,9321,-23.647688523893255,-46.43816323549624,23.0,1.0,23.0
36415,MG,zip_code,Sudeste,MG,congonhas,36415,-20.50437333485861,-43.87019966279804,30.0,1.0,30.0
74730,GO,zip_code,Centro-Oeste,GO,goiania,74730,-16.69462633839145,-49.208796191013754,7.0,0.0,7.0
35170,MG,zip_code,Sudeste,MG,coronel fabriciano,35170,-19.503626286747323,-42.630435947099265,26.0,2.0,26.0
13184,SP,zip_code,Sudeste,SP,hortolndia,13184,-22.882590641142833,-47.171015297318014,24.0,0.0,24.0
20770,RJ,zip_code,Sudeste,RJ,rio de janeiro,20770,-22.894713135726192,-43.2904397016274,13.0,1.0,13.0
15800,SP,zip_code,Sudeste,SP,catanduva,15800,-21.135525830976952,-48.975224422557616,12.0,1.0,12.0
21875,RJ,zip_code,Sudeste,RJ,rio de janeiro,21875,-22.86428787676728,-43.45436757646144,4.0,0.0,4.0
18115,SP,zip_code,Sudeste,SP,votorantim,18115,-23.573006718013772,-47.45446174780983,12.0,0.0,12.0
04346,SP,zip_code,Sudeste,SP,sao paulo,4346,-23.64046218818163,-46.65213172883605,8.0,0.0,8.0
76932,RO,zip_code,Norte,RO,sao miguel do guapore,76932,-11.698684636025174,-62.71722229930389,4.0,0.0,4.0
13300,SP,zip_code,Sudeste,SP,itu,13300,-23.263879999999972,-47.29961999999995,9.0,0.0,9.0
83407,PR,zip_code,Sul,PR,colombo,83407,-25.33982723413149,-49.16847217326861,3.0,0.0,3.0
05846,SP,zip_code,Sudeste,SP,so paulo,5846,-23.6589204970858,-46.746583507213366,5.0,0.0,5.0
20241,RJ,zip_code,Sudeste,RJ,rio de janeiro,20241,-22.93578344663107,-43.203477276221165,32.0,0.0,32.0
06877,SP,zip_code,Sudeste,SP,itapecerica da serra,6877,-23.775275153759615,-46.92524721702256,0.0,0.0,0.0
78128,MT,zip_code,Centro-Oeste,MT,varzea grande,78128,-15.672988079375637,-56.12238577324141,2.0,0.0,2.0
85884,PR,zip_code,Sul,PR,medianeira,85884,-25.28447846049891,-54.10753367658674,23.0,1.0,23.0
27281,RJ,zip_code,Sudeste,RJ,volta redonda,27281,-22.502403671100513,-44.10634754593457,22.0,0.0,22.0
16450,SP,zip_code,Sudeste,SP,getulina,16450,-21.798361389350315,-49.931786174425355,2.0,0.0,2.0
