product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,first_sale_date,last_sale_date,lifecycle_duration_days,lifecycle_stage,total_orders,total_revenue,total_freight,months_with_sales,avg_monthly_orders,avg_order_value,freight_ratio,sales_velocity,revenue_velocity
d316be2b41acc6a122548a0d08570ca6,casa_construcao,54,562,2,2017-10-12 18:49:17,2018-04-28 05:58:22,197,Decline,5,2126.6,319.64,4,1.25,425.32,0.15030565221480297,0.025380710659898477,10.79492385786802
0cbd1fb25fc901e985012fbc87488a92,informatica_acessorios,39,517,1,2017-12-05 16:48:43,2017-12-05 16:48:43,0,New,1,169.9,16.95,1,1.0,169.9,0.09976456739258387,0.0,0.0
31c4cfda24c7c817aa9761fa55185dd2,informatica_acessorios,20,159,1,2017-11-16 19:07:33,2017-12-01 12:57:58,14,New,8,161.29999999999998,125.46,2,4.0,20.162499999999998,0.7778053316800992,0.5714285714285714,11.52142857142857
b77ae16cc8f67cd1c0ec781d5bf4da2b,cool_stuff,60,594,1,2017-02-06 18:02:01,2017-10-25 15:59:34,260,Decline,10,2239.9,187.69,6,1.6666666666666667,223.99,0.0837939193714005,0.038461538461538464,8.615
abc441040d9aaf2e1ad52c2309873c04,bebes,49,560,1,2017-07-18 10:14:08,2017-08-22 10:19:26,35,Growth,3,59.699999999999996,30.66,2,1.5,19.9,0.5135678391959799,0.08571428571428572,1.7057142857142855
68bcbb3be468061b4e679ef201283d52,esporte_lazer,60,1164,5,2018-04-19 07:57:37,2018-04-19 07:57:37,0,New,1,249.99,27.83,1,1.0,249.99,0.11132445297811912,0.0,0.0
83fb75d581e85667440635bdd314c645,malas_acessorios,54,424,1,2018-03-24 03:39:41,2018-03-24 03:39:41,0,New,1,76.89,15.39,1,1.0,76.89,0.2001560671088568,0.0,0.0
bc25318016b9db33106a908368443713,moveis_cozinha_area_de_servico_jantar_e_jardim,38,598,1,2018-06-07 18:54:10,2018-07-09 21:34:08,32,Growth,2,69.9,32.28,2,1.0,34.95,0.4618025751072961,0.0625,2.184375
6cbfc716ebf92d25d1047a5fe47af5de,cama_mesa_banho,53,244,1,2017-11-28 12:13:42,2018-04-17 22:02:50,140,Mature,2,179.8,23.939999999999998,2,1.0,89.9,0.13314794215795325,0.014285714285714285,1.2842857142857145
4a05ba4632c81cb999d5468d58cf0208,fashion_bolsas_e_acessorios,53,1434,1,2018-04-03 13:14:08,2018-04-03 13:14:08,0,New,1,20.3,7.71,1,1.0,20.3,0.3798029556650246,0.0,0.0
f6ded594ada4d7ad32d68d6c57dcb417,perfumaria,47,764,6,2017-05-10 00:19:05,2017-05-10 00:19:05,0,New,1,19.9,11.85,1,1.0,19.9,0.5954773869346733,0.0,0.0
bd95c4b0bfc450567eef9efbb0fed500,cama_mesa_banho,59,1237,6,2017-12-01 19:34:11,2017-12-01 19:34:11,0,New,1,119.9,17.09,1,1.0,119.9,0.14253544620517097,0.0,0.0
f23d24b737a58861ed576d2128c439e4,cama_mesa_banho,55,597,1,2017-11-07 15:02:12,2017-11-07 15:02:12,0,New,1,82.97,14.31,1,1.0,82.97,0.17247197782330964,0.0,0.0
08a60a2b8d7362c5da1b6bc61f7d1191,instrumentos_musicais,57,999,10,2018-02-08 16:00:47,2018-05-16 18:10:37,97,Mature,2,183.8,31.5,2,1.0,91.9,0.17138193688792164,0.020618556701030927,1.8948453608247424
ab481d9ef0fb9cab12778cdf56564ff7,fashion_calcados,57,404,4,2017-04-07 12:03:36,2017-04-07 12:03:36,0,New,1,74.9,13.1,1,1.0,74.9,0.17489986648865152,0.0,0.0
55af6f61ee17f7290ce7bb14b6e38a60,moveis_decoracao,59,1499,2,2017-11-24 14:27:49,2017-12-20 11:59:14,25,New,2,239.8,38.17,2,1.0,119.9,0.1591743119266055,0.08,9.592
a47295965bd091207681b541b26e40a5,telefonia,60,818,6,2017-11-19 08:16:33,2018-03-19 11:27:22,120,Mature,6,167.94,117.2,4,1.5,27.99,0.6978682862927236,0.05,1.3995
e187f69b85487c86a0da79e18ee51982,relogios_presentes,53,518,2,2018-03-15 21:50:37,2018-07-18 06:31:49,124,Mature,5,918.2,85.43,3,1.6666666666666667,183.64000000000001,0.09304073186669572,0.04032258064516129,7.40483870967742
ebe9b72c17b25034d971a1609ef8024d,beleza_saude,46,803,1,2018-05-22 11:59:15,2018-05-22 11:59:15,0,New,2,190.0,15.06,1,2.0,95.0,0.07926315789473684,0.0,0.0
644c433cb1ef2cc92f9502a618c371be,relogios_presentes,41,734,1,2018-05-07 15:53:52,2018-05-07 15:53:52,0,New,1,557.0,21.78,1,1.0,557.0,0.03910233393177738,0.0,0.0
4da4a4fac1a443d1faea4555fae954eb,esporte_lazer,40,1140,1,2017-11-24 10:38:40,2017-11-24 10:38:40,0,New,1,199.9,24.78,1,1.0,199.9,0.12396198099049525,0.0,0.0
4228bf901c8db392cbffcbc1f14a13e2,eletronicos,42,943,1,2017-05-19 18:11:21,2017-05-19 18:11:21,0,New,1,70.0,16.93,1,1.0,70.0,0.24185714285714285,0.0,0.0
8b5551fceac21ae3ba546f410bb642d0,casa_conforto,59,396,1,2018-05-11 17:20:41,2018-05-11 17:20:41,0,New,1,220.0,89.99,1,1.0,220.0,0.40904545454545455,0.0,0.0
d5e157caef73dc3e8b4ab5c7e6b9aa67,moveis_sala,41,276,1,2017-05-11 16:21:10,2017-06-10 22:04:51,30,New,2,195.98,82.16,2,1.0,97.99,0.41922645167874273,0.06666666666666667,6.532666666666667
8634ba98d69440265e955814c3e4cde1,cool_stuff,63,2267,8,2017-01-20 11:12:25,2017-11-23 14:43:38,307,Decline,3,330.2,54.050000000000004,3,1.0,110.06666666666666,0.16368867353119324,0.009771986970684038,1.0755700325732898
6a5e355f2f60aef81d6d2339bb53a47d,informatica_acessorios,57,139,1,2017-03-31 19:09:24,2018-05-16 11:23:59,410,Decline,2,54.989999999999995,26.19,2,1.0,27.494999999999997,0.4762684124386253,0.004878048780487805,0.13412195121951218
d902ca64b614964dc31d6b0372e800ac,moveis_decoracao,56,297,2,2017-02-07 12:46:44,2018-01-13 21:13:35,340,Decline,9,470.7,158.73,6,1.5,52.3,0.337221159974506,0.026470588235294117,1.3844117647058822
bc93408e78c053eb887fb66c4453f5c1,instrumentos_musicais,21,1260,2,2018-04-05 10:36:36,2018-04-05 10:36:36,0,New,1,169.0,21.23,1,1.0,169.0,0.12562130177514794,0.0,0.0
aba85c958ea6774626886041ac01acf1,UNKNOWN,0,0,0,2017-12-06 10:42:54,2017-12-06 10:42:54,0,New,2,68.6,30.2,1,2.0,34.3,0.44023323615160354,0.0,0.0
0cf13ac73dbcf6586ba63b89dd1f780a,moveis_decoracao,39,398,5,2017-01-20 19:33:29,2018-03-30 18:40:22,433,Decline,13,635.0,214.75,9,1.4444444444444444,48.84615384615385,0.33818897637795275,0.03002309468822171,1.466512702078522
34f7bddc98259b62a001644be7928e43,eletrodomesticos_2,55,943,1,2018-05-23 09:18:55,2018-05-23 09:18:55,0,New,1,1079.9,164.84,1,1.0,1079.9,0.1526437633114177,0.0,0.0
4bc67f0e0c4badffd66ddb6641122a33,relogios_presentes,59,179,2,2017-03-13 02:22:34,2017-03-13 02:22:34,0,New,1,48.0,14.52,1,1.0,48.0,0.3025,0.0,0.0
09c3a2ea33f044aebffecd6681e00133,moveis_decoracao,45,494,1,2017-08-04 11:05:40,2018-07-23 14:13:23,353,Decline,14,777.98,259.57,6,2.3333333333333335,55.57,0.33364610915447696,0.039660056657223795,2.2039093484419263
34774dbfa36fdfe7225c6c68293b694c,moveis_decoracao,58,833,3,2017-12-06 19:59:21,2017-12-06 19:59:21,0,New,1,129.0,52.48,1,1.0,129.0,0.40682170542635654,0.0,0.0
c1e8014cae93306629b1de89dfa5a1bb,relogios_presentes,39,515,3,2018-05-06 23:32:46,2018-06-26 07:21:27,50,Growth,3,2362.99,57.28,2,1.5,787.6633333333333,0.024240474991430352,0.06,47.2598
b6a1a729d84991c54d232ed0fb0b8deb,automotivo,56,1436,4,2017-03-22 17:10:13,2017-09-20 22:26:25,182,Decline,3,1014.0,122.44999999999999,3,1.0,338.0,0.1207593688362919,0.016483516483516484,5.571428571428571
d07cd460b9d3556ab8b59d0ab7163a0c,relogios_presentes,59,192,4,2017-11-09 23:01:02,2017-11-09 23:01:02,0,New,1,39.0,7.78,1,1.0,39.0,0.1994871794871795,0.0,0.0
2a0cbfbf0006e0d28dee8a5f20e1ebf2,cama_mesa_banho,55,298,1,2017-05-28 20:38:09,2017-05-28 20:38:09,0,New,1,199.9,19.29,1,1.0,199.9,0.09649824912456227,0.0,0.0
5984d199ed3cbe4f2736a4c24559af8c,moveis_decoracao,52,721,3,2017-05-06 11:30:56,2018-01-29 16:21:48,268,Decline,3,143.7,66.63,2,1.5,47.9,0.46367432150313154,0.011194029850746268,0.5361940298507463
23bf81fdd5f4015f1b924385a3eda89c,moveis_escritorio,53,2172,1,2017-11-11 10:47:58,2017-11-11 10:47:58,0,New,1,419.9,67.96,1,1.0,419.9,0.16184805906168134,0.0,0.0
addd109cd809043dce31d9d023f51ed2,beleza_saude,47,1920,1,2018-07-05 13:40:19,2018-07-05 13:40:19,0,New,1,204.9,19.53,1,1.0,204.9,0.09531478770131772,0.0,0.0
50b3e51a19f3784534cbaf9c275dfea5,telefonia,36,218,1,2017-03-28 09:03:18,2017-04-02 15:41:12,5,New,2,67.98,19.28,2,1.0,33.99,0.2836128273021477,0.4,13.596
34ae7b24b85953dee979789e3b5b11de,fashion_bolsas_e_acessorios,58,593,4,2018-08-13 10:27:56,2018-08-21 21:32:17,8,New,2,168.0,45.04,1,2.0,84.0,0.2680952380952381,0.25,21.0
d5cf2d1224d6d3a279dc2593f5a824fa,pet_shop,60,770,3,2017-04-29 20:32:25,2017-08-28 17:45:20,120,Mature,3,224.70000000000002,76.34,3,1.0,74.9,0.33974187805963507,0.025,1.8725
f20e2a3811156fe0a12b4cd5c3638195,cool_stuff,47,452,2,2017-12-14 01:30:04,2017-12-14 01:30:04,0,New,2,58.0,31.58,1,2.0,29.0,0.5444827586206896,0.0,0.0
45af837344fa95e1fb3a840e9ffd8bf4,esporte_lazer,49,515,1,2017-03-01 21:45:32,2017-03-01 21:45:32,0,New,2,236.0,42.56,1,2.0,118.0,0.18033898305084747,0.0,0.0
75b4372e69a42f8ae1d908c076f547b2,beleza_saude,22,1313,1,2017-07-10 10:58:31,2018-04-04 17:16:55,268,Decline,4,982.9,60.63,3,1.3333333333333333,245.725,0.061684810255366776,0.014925373134328358,3.667537313432836
8a7a92a0e4e5abcbc90117424507bb7d,relogios_presentes,57,425,5,2018-01-07 21:20:11,2018-01-07 21:20:11,0,New,1,175.0,35.03,1,1.0,175.0,0.20017142857142858,0.0,0.0
efab00780753fd85d64e8c727c331a60,cama_mesa_banho,54,586,1,2018-06-10 11:32:43,2018-06-10 11:32:43,0,New,1,451.0,60.02,1,1.0,451.0,0.1330820399113082,0.0,0.0
f1a7551730e920950fb0346630971099,esporte_lazer,63,1200,4,2017-02-02 10:28:52,2017-03-13 09:40:32,38,Growth,2,354.4,39.11,2,1.0,177.2,0.11035553047404063,0.05263157894736842,9.326315789473684
b393557cfddb0818ae60d6aba7a82822,papelaria,59,543,6,2017-09-29 01:56:43,2017-09-29 01:56:43,0,New,1,179.9,16.02,1,1.0,179.9,0.08904947192884935,0.0,0.0
b14becd90b0c2fe7819c324c6a41168d,automotivo,31,1165,3,2017-01-19 10:17:29,2018-03-02 19:25:57,407,Decline,2,80.0,29.82,2,1.0,40.0,0.37275,0.004914004914004914,0.19656019656019655
71a8be2937fd926b330febe100effd02,automotivo,39,282,1,2017-11-24 02:14:00,2018-05-25 10:23:03,182,Decline,4,112.0,65.58,2,2.0,28.0,0.5855357142857143,0.02197802197802198,0.6153846153846154
a5a03610d00573bdfe50a7a09e125efb,esporte_lazer,53,965,1,2018-07-26 22:32:40,2018-07-26 22:32:40,0,New,1,15.89,16.32,1,1.0,15.89,1.02706104468219,0.0,0.0
5919b992cefc81ed9074411c99401add,instrumentos_musicais,44,872,2,2018-04-26 14:36:32,2018-04-26 14:36:32,0,New,1,189.49,20.3,1,1.0,189.49,0.10712966383450313,0.0,0.0
7fa4c60dbf8adabb4797ac6719fbdbff,beleza_saude,37,777,1,2018-04-18 16:20:07,2018-05-08 21:29:13,20,New,2,346.5,42.58,2,1.0,173.25,0.12288600288600288,0.1,17.325
54919ddb6aa3bf5bf5901d504a8b7f18,eletrodomesticos,52,357,1,2017-07-23 22:31:48,2017-07-23 22:31:48,0,New,1,190.0,16.96,1,1.0,190.0,0.08926315789473685,0.0,0.0
1155065aa63d0a6d301e174ebb2972ea,esporte_lazer,34,465,4,2017-01-26 10:31:18,2017-01-26 10:31:18,0,New,1,128.9,16.11,1,1.0,128.9,0.12498060512024825,0.0,0.0
15f17270133dfedc0e1064782a60e374,cool_stuff,51,305,3,2017-08-19 13:50:09,2017-08-19 13:50:09,0,New,1,299.0,46.55,1,1.0,299.0,0.15568561872909698,0.0,0.0
d65575084607f3d226fb972abc1eb3ce,esporte_lazer,28,973,1,2018-05-01 11:00:04,2018-05-01 11:00:04,0,New,1,2170.0,50.32,1,1.0,2170.0,0.023188940092165898,0.0,0.0
